2024-10-16 21:45:55
68792162,네추럴라이즈 프로바이오틱스 유산균 꾸미 포도요거트맛 2.5g 60구미,2개,25640,1몰,214원/1구미,프로바이오틱스
68600096,뉴트리원 비비랩 다이어트 유산균 3.5g 14포,12개,78410,1몰,467원/1포,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 14일분/형태: 분말/특징: 스틱형/건강기능식품/기능성: 면역력 증진, 장 건강, 체지방감소, 항산화"
68599892,에프앤디넷 락피도 프로바이오틱스 얼티밋 7병,1,29500,10몰,1개,"프로바이오틱스/보장균수(CFU): 20억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1병/섭취기간: 7일분/형태: 캡슐,정, 음료(액상)/건강기능식품/GMP/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 장 건강, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
68599874,에프앤디넷 락피도 프로바이오틱스 얼티밋 7병,2개,58900,4몰,"4,207원/1병","프로바이오틱스/보장균수(CFU): 20억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1병/섭취기간: 7일분/형태: 캡슐,정, 음료(액상)/건강기능식품/GMP/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 장 건강, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
68599880,에프앤디넷 락피도 프로바이오틱스 얼티밋 7병,2,76680,7몰,3개,"프로바이오틱스/보장균수(CFU): 20억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1병/섭취기간: 7일분/형태: 캡슐,정, 음료(액상)/건강기능식품/GMP/기능성: 관절, 연골 건강, 눈 건강, 면역력 증진, 장 건강, 피부 건강, 항산화, 혈중 콜레스테롤 개선"
67759034,에프앤디넷 락피도 콜드에이치 츄어블 30캡슐,2,29700,17몰,1개,"프로바이오틱스/보장균수(CFU): 20억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 1개월분/건강기능식품/기능성: 장 건강"
67759046,에프앤디넷 락피도 콜드에이치 츄어블 30캡슐,1,52720,23몰,2개,"프로바이오틱스/보장균수(CFU): 20억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 1개월분/건강기능식품/기능성: 장 건강"
68599973,에프앤디넷 락피도 콜드에이치 츄어블 30캡슐,3개,87940,7몰,977원/1캡슐,"프로바이오틱스/보장균수(CFU): 20억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 1개월분/건강기능식품/기능성: 장 건강"
68599859,에프앤디넷 락피도 덴토락 935mg 20정,1,31620,4몰,1개,"프로바이오틱스/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 20일분/형태: 캡슐,정/기능성: 관절, 연골 건강, 면역력 증진"
68599847,에프앤디넷 락피도 덴토락 935mg 20정,2,47290,4몰,2개,"프로바이오틱스/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 20일분/형태: 캡슐,정/기능성: 관절, 연골 건강, 면역력 증진"
67759139,에프앤디넷 락피도 프로바이오틱스 D 드롭스 퓨어 10ml,1,16640,39몰,1개,"프로바이오틱스/보장균수(CFU): 1억 CFU/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 6방울/형태: 음료(액상)/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강"
67759142,에프앤디넷 락피도 프로바이오틱스 D 드롭스 퓨어 10ml,2,27520,43몰,2개,"프로바이오틱스/보장균수(CFU): 1억 CFU/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 6방울/형태: 음료(액상)/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강"
68579282,에프앤디넷 락피도 프로바이오틱스 D 드롭스 퓨어 10ml,3개,38250,34몰,"1,275원/1ml","프로바이오틱스/보장균수(CFU): 1억 CFU/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 6방울/형태: 음료(액상)/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강"
68329724,에프앤디넷 락피도 프로바이오틱스 리스펙타 컴플리트 케어 30캡슐,1,46930,14몰,1개,"프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강, 항산화"
67759364,에프앤디넷 락피도 프로바이오틱스 리스펙타 컴플리트 케어 30캡슐,2,80920,13몰,2개,"프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강, 항산화"
68579264,에프앤디넷 락피도 프로바이오틱스 리스펙타 컴플리트 케어 30캡슐,3개,137000,2몰,"1,522원/1캡슐","프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강, 항산화"
67759067,뉴트리원 비투온 온가족 생유산균 200포,1,89820,5몰,2개,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취횟수, 양: 1일 1회, 1포/섭취기간: 200일분/형태: 분말/특징: 스틱형/기능성: 면역력 증진, 장 건강, 항산화"
67759187,뉴트리원 비투온 온가족 생유산균 200포,2,161730,3몰,3개,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취횟수, 양: 1일 1회, 1포/섭취기간: 200일분/형태: 분말/특징: 스틱형/기능성: 면역력 증진, 장 건강, 항산화"
67652621,뉴트리원 구강유산균 프레시케어 30캡슐,1,20400,28몰,1개,"프로바이오틱스/보장균수(CFU): 1억 CFU/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/HACCP/기능성: 장 건강"
67652699,뉴트리원 구강유산균 프레시케어 30캡슐,2개,41800,12몰,697원/1캡슐,"프로바이오틱스/보장균수(CFU): 1억 CFU/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/HACCP/기능성: 장 건강"
67652693,뉴트리원 구강유산균 프레시케어 30캡슐,3개,62690,10몰,697원/1캡슐,"프로바이오틱스/보장균수(CFU): 1억 CFU/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/HACCP/기능성: 장 건강"
67652708,뉴트리원 구강유산균 프레시케어 30캡슐,2,74630,20몰,4개,"프로바이오틱스/보장균수(CFU): 1억 CFU/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/HACCP/기능성: 장 건강"
68329706,에프앤디넷 락피도 프로바이오틱스 주니어패스 30포,2,62500,9몰,1개,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말, 환/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강"
67652552,에프앤디넷 락피도 프로바이오틱스 주니어패스 30포,1,57770,11몰,2개,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말, 환/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강"
68579273,에프앤디넷 락피도 프로바이오틱스 주니어패스 30포,3개,109530,7몰,"1,217원/1포","프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말, 환/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강"
67389014,유한양행 와이즈바이옴 위장 듀얼 케어 30포,1,20990,14몰,1개,"프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/건강기능식품/기능성: 장 건강"
67389215,유한양행 와이즈바이옴 위장 듀얼 케어 30포,2,54950,3몰,2개,"프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/건강기능식품/기능성: 장 건강"
67389203,유한양행 와이즈바이옴 위장 듀얼 케어 30포,3개,62990,3몰,,"프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/건강기능식품/기능성: 장 건강"
67389236,유한양행 와이즈바이옴 위장 듀얼 케어 30포,4개,71400,2몰,,"프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/건강기능식품/기능성: 장 건강"
67389242,유한양행 와이즈바이옴 위장 듀얼 케어 30포,5개,89250,2몰,,"프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/건강기능식품/기능성: 장 건강"
67389023,엘포비 플로라 프로바이오틱스 60캡슐,1,69500,1몰,1개,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 2개월분/형태: 캡슐,정/특징: 베지캡슐형/건강기능식품/기능성: 장 건강"
67389032,엘포비 플로라 프로바이오틱스 60캡슐,2,125000,4몰,2개,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 2개월분/형태: 캡슐,정/특징: 베지캡슐형/건강기능식품/기능성: 장 건강"
67389161,엘포비 플로라 프로바이오틱스 60캡슐,3개,213120,1몰,,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 2개월분/형태: 캡슐,정/특징: 베지캡슐형/건강기능식품/기능성: 장 건강"
67389005,닥터체크 원퍼데이 프리미엄 프로바이오틱스 30캡슐,1개,29850,15몰,995원/1캡슐,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/GMP/기능성: 장 건강"
68468540,일동제약 비오비타 패밀리 2g 30포,3개,52680,32몰,585원/1포,"프로바이오틱스/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 캡슐,정, 분말/특징: 스틱형/기능성: 장 건강"
65999516,뉴트리원 뉴트리원라이프 바이오센셜 100억 시크릿 유산균 350mg 30캡슐,3개,40420,4몰,449원/1캡슐,"프리바이오틱스/섭취대상: 성인남녀/형태: 캡슐,정"
65338427,미니막스 랩 구강 솔루션 1g 30정,1개,23270,4몰,776원/1정,"프로바이오틱스/섭취횟수, 양: 1일 1~3정/섭취기간: 10일분/형태: 캡슐,정, 캔디,츄어블"
64799330,헬스프랜드 락토바이오틱 맥스 프로바이오틱스 유산균 500mg 60캡슐,6개,179700,2몰,,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 2개월분/형태: 캡슐,정/건강기능식품/기능성: 장 건강"
64740929,총영하이 프로 베베 D 10ml,1,41800,6몰,1개,"프로바이오틱스/보장균수(CFU): 12억 CFU/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 0.25ml/섭취기간: 40일분/형태: 음료(액상)/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강"
64740920,총영하이 프로 베베 D 10ml,2,82900,1몰,2개,"프로바이오틱스/보장균수(CFU): 12억 CFU/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 0.25ml/섭취기간: 40일분/형태: 음료(액상)/건강기능식품/기능성: 관절, 연골 건강, 면역력 증진, 장 건강"
64270490,씨티씨바이오 래디웰 프로바이오틱스 클리어런스 30캡슐,2,28000,6몰,1개,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/GMP/기능성: 장 건강"
64270493,씨티씨바이오 래디웰 프로바이오틱스 클리어런스 30캡슐,2개,62390,5몰,"1,040원/1캡슐","프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/GMP/기능성: 장 건강"
64270496,씨티씨바이오 래디웰 프로바이오틱스 클리어런스 30캡슐,1,84000,6몰,3개,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/GMP/기능성: 장 건강"
64270499,씨티씨바이오 래디웰 프로바이오틱스 클리어런스 30캡슐,6개,183000,1몰,"1,017원/1캡슐","프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1정/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/GMP/기능성: 장 건강"
64269341,코스맥스엔비티 드시모네 프라임 60포 2박스 + 바나바잎 60정 2박스 선물세트,,178990,1몰,,"프로바이오틱스/섭취대상: 성인남녀/형태: 캡슐,정/건강기능식품"
64269335,코스맥스엔비티 드시모네 365일 우리 집 장 케어 30캡슐 x 3박스 선물세트,"1,488원/1캡슐",133890,4몰,,"프로바이오틱스/보장균수(CFU): 100억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 장 건강/프로바이오틱스 수 100억 CFU"
64084364,헬시알엔 플로라이뮨 100억 생유산균 350mg 30캡슐,1개,21130,15몰,,"프로바이오틱스/섭취대상: 성인남녀/형태: 캡슐,정"
65999693,메이준생활건강 메이준뉴트리 알렉스의 더 꾸덕한 상온발효 그릭요거트 스타터 3g 10포,2,99000,1몰,5개,프로바이오틱스
64135145,메이준생활건강 메이준뉴트리 알렉스의 더 꾸덕한 상온발효 그릭요거트 스타터 3g 10포,1,54510,20몰,6개,프로바이오틱스
64045235,종근당건강 락토핏 간케어 유산균 2g 60포 3통 + 락토핏 골드 30포,"1,341원/1포",80460,1몰,,"프로바이오틱스/보장균수(CFU): 20억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 2포/섭취기간: 1개월분/특징: 스틱형/기능성: 간 건강, 장 건강"
64045052,녹십초 프로 프리 바이오틱스 유산균 2g 15포,1개,8500,2몰,283원/1포,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 15일분/형태: 분말/특징: 스틱형/건강기능식품/GMP/기능성: 면역력 증진, 장 건강/프로바이오틱스 수 10억 CFU"
63199439,메이준생활건강 메이준뉴트리 메이준뉴트리 더블액션 프리바이오틱스 플러스 5g 30포,1,115100,1몰,7개,"프로바이오틱스/프리바이오틱스/보장균수(CFU): 1억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/GMP/기능성: 면역력 증진, 장 건강"
63199427,메이준생활건강 메이준뉴트리 메이준뉴트리 더블액션 프리바이오틱스 플러스 5g 30포,2,178300,1몰,11개,"프로바이오틱스/프리바이오틱스/보장균수(CFU): 1억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/GMP/기능성: 면역력 증진, 장 건강"
62926775,코스맥스엔비티 안국건강 삶의 질 리스펙타 우먼플랜 30포,1,65500,40몰,1개,"프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 면역력 증진, 장 건강, 항산화"
62874002,코스맥스엔비티 안국건강 삶의 질 리스펙타 우먼플랜 30포,2개,135490,7몰,"2,258원/1포","프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 면역력 증진, 장 건강, 항산화"
62874014,코스맥스엔비티 안국건강 삶의 질 리스펙타 우먼플랜 30포,2,187190,21몰,3개,"프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 면역력 증진, 장 건강, 항산화"
62926772,코스맥스엔비티 안국건강 삶의 질 리스펙타 우먼플랜 30포,6개,360000,2몰,"2,000원/1포","프로바이오틱스/보장균수(CFU): 50억 CFU/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 캡슐,정/건강기능식품/기능성: 면역력 증진, 장 건강, 항산화"
62874026,GC녹십자웰빙 프로비던스 메타 프로바이오틱스 30포,1개,14890,48몰,496원/1포,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말/특징: 스틱형/GMP/기능성: 면역력 증진, 장 건강"
62874023,GC녹십자웰빙 프로비던스 메타 프로바이오틱스 30포,2개,31640,33몰,527원/1포,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말/특징: 스틱형/GMP/기능성: 면역력 증진, 장 건강"
62874038,GC녹십자웰빙 프로비던스 메타 프로바이오틱스 30포,1,29560,54몰,3개,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말/특징: 스틱형/GMP/기능성: 면역력 증진, 장 건강"
62874047,GC녹십자웰빙 프로비던스 메타 프로바이오틱스 30포,4개,63270,36몰,527원/1포,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말/특징: 스틱형/GMP/기능성: 면역력 증진, 장 건강"
62874059,GC녹십자웰빙 프로비던스 메타 프로바이오틱스 30포,5개,79100,32몰,527원/1포,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말/특징: 스틱형/GMP/기능성: 면역력 증진, 장 건강"
62874050,GC녹십자웰빙 프로비던스 메타 프로바이오틱스 30포,2,62000,57몰,6개,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말/특징: 스틱형/GMP/기능성: 면역력 증진, 장 건강"
62874080,GC녹십자웰빙 프로비던스 메타 프로바이오틱스 30포,7개,110730,32몰,527원/1포,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말/특징: 스틱형/GMP/기능성: 면역력 증진, 장 건강"
62874068,GC녹십자웰빙 프로비던스 메타 프로바이오틱스 30포,8개,120500,34몰,502원/1포,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말/특징: 스틱형/GMP/기능성: 면역력 증진, 장 건강"
62874071,GC녹십자웰빙 프로비던스 메타 프로바이오틱스 30포,9개,90000,42몰,333원/1포,"프로바이오틱스/보장균수(CFU): 10억 CFU/섭취대상: 성인남녀, 시니어, 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/형태: 분말/특징: 스틱형/GMP/기능성: 면역력 증진, 장 건강"
