2024-10-16 22:17:45
57484832,유한양행 와이즈바이옴 엘레씬 비피더스B3 다이어트 유산균 28캡슐,1,48950,56몰,1개,"섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1캡슐/섭취기간: 28일분/건강기능식품/기능성: 장 건강, 체지방감소"
22081256,닥터블릿 푸응 유산균 다이어트 20캡슐,1개,29380,2몰,"2,938원/1일","[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2캡슐/총량: 20캡슐/섭취기간: 10일/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소"
27982028,닥터블릿 푸응 유산균 다이어트 20캡슐,2개,65960,3몰,"3,298원/1일","[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2캡슐/총량: 20캡슐/섭취기간: 10일/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소"
22081448,닥터블릿 푸응 유산균 다이어트 20캡슐,1,128960,4몰,4개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2캡슐/총량: 20캡슐/섭취기간: 10일/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소"
27982040,닥터블릿 푸응 유산균 다이어트 20캡슐,2,149210,4몰,6개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2캡슐/총량: 20캡슐/섭취기간: 10일/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소"
21646340,자연지애 다이어트 체지방 감소엔 칼로컷 42정,1,8450,1몰,1개,"[주요성분] 가르시니아(HCA)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 3정/섭취기간: 2주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 체지방감소/
[기능성분] HCA: 1,000mg/비타민D: 10㎍/비타민B1: 4.8mg/비타민B2: 5.6mg/나이아신: 30mgNE/판토텐산: 10mg/비오틴: 30㎍/비타민B6: 6mg/엽산: 400㎍/비타민C: 100mg/아연: 8.5mg/셀렌: 55㎍"
21646352,자연지애 다이어트 체지방 감소엔 칼로컷 42정,2,16900,1몰,2개,"[주요성분] 가르시니아(HCA)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 3정/섭취기간: 2주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 체지방감소/
[기능성분] HCA: 1,000mg/비타민D: 10㎍/비타민B1: 4.8mg/비타민B2: 5.6mg/나이아신: 30mgNE/판토텐산: 10mg/비오틴: 30㎍/비타민B6: 6mg/엽산: 400㎍/비타민C: 100mg/아연: 8.5mg/셀렌: 55㎍"
21646358,자연지애 다이어트 체지방 감소엔 칼로컷 42정,3개,25350,1몰,604원/1일,"[주요성분] 가르시니아(HCA)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 3정/섭취기간: 2주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 체지방감소/
[기능성분] HCA: 1,000mg/비타민D: 10㎍/비타민B1: 4.8mg/비타민B2: 5.6mg/나이아신: 30mgNE/판토텐산: 10mg/비오틴: 30㎍/비타민B6: 6mg/엽산: 400㎍/비타민C: 100mg/아연: 8.5mg/셀렌: 55㎍"
21646367,자연지애 다이어트 체지방 감소엔 칼로컷 42정,4개,33800,1몰,604원/1일,"[주요성분] 가르시니아(HCA)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 3정/섭취기간: 2주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 체지방감소/
[기능성분] HCA: 1,000mg/비타민D: 10㎍/비타민B1: 4.8mg/비타민B2: 5.6mg/나이아신: 30mgNE/판토텐산: 10mg/비오틴: 30㎍/비타민B6: 6mg/엽산: 400㎍/비타민C: 100mg/아연: 8.5mg/셀렌: 55㎍"
21646373,자연지애 다이어트 체지방 감소엔 칼로컷 42정,5개,42250,1몰,604원/1일,"[주요성분] 가르시니아(HCA)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 3정/섭취기간: 2주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 체지방감소/
[기능성분] HCA: 1,000mg/비타민D: 10㎍/비타민B1: 4.8mg/비타민B2: 5.6mg/나이아신: 30mgNE/판토텐산: 10mg/비오틴: 30㎍/비타민B6: 6mg/엽산: 400㎍/비타민C: 100mg/아연: 8.5mg/셀렌: 55㎍"
21626630,GRN 체지방 컷 초록이 포켓 14포,1개,9900,1몰,707원/1일,"[주요성분] 알로에전잎/녹차추출물(카테킨)/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/섭취기간: 2주/형태: 캡슐,정/
[인증] 건강기능식품/기능성: 배변활동 원활, 체지방감소, 항산화, 혈중 콜레스테롤 개선/
[기능성분] 카테킨: 300mg/안트라퀴논계화합물(무수바바로인): 20mg/비타민B1: 0.36mg/비타민B6: 0.45mg/판토텐산: 1.5mg/비타민C: 30mg/셀렌: 17㎍/아연: 2.55mg"
21499544,트리즈커머스 마이해빗 프리미엄 다이어트 유산균 56캡슐,1,84190,6몰,1개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2캡슐/총량: 56캡슐/섭취기간: 4주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] 판토텐산: 3mg/아연: 3mg/비타민D: 5㎍"
21499835,트리즈커머스 마이해빗 프리미엄 다이어트 유산균 56캡슐,2,135000,2몰,2개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2캡슐/총량: 56캡슐/섭취기간: 4주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] 판토텐산: 3mg/아연: 3mg/비타민D: 5㎍"
21499841,트리즈커머스 마이해빗 프리미엄 다이어트 유산균 56캡슐,3개,189000,2몰,"2,250원/1일","[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2캡슐/총량: 56캡슐/섭취기간: 4주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] 판토텐산: 3mg/아연: 3mg/비타민D: 5㎍"
20723201,뉴트리코어 메타바이옴 다이어트 유산균 V2 20포,1,37480,21몰,1개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 20포/섭취기간: 20일/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] 비오틴: 30㎍/비타민B1: 0.6mg"
20723231,뉴트리코어 메타바이옴 다이어트 유산균 V2 20포,2,79260,19몰,2개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 20포/섭취기간: 20일/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] 비오틴: 30㎍/비타민B1: 0.6mg"
28541294,뉴트리코어 메타바이옴 다이어트 유산균 V2 20포,3개,123150,16몰,"2,053원/1일","[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 20포/섭취기간: 20일/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] 비오틴: 30㎍/비타민B1: 0.6mg"
20723495,뉴트리코어 메타바이옴 다이어트 유산균 V2 120포,1,58100,16몰,1개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 120포/섭취기간: 4개월/형태: 분말/특징: 스틱형/건강기능식품/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] 비오틴: 30㎍/비타민B1: 0.6mg"
20723576,뉴트리코어 메타바이옴 다이어트 유산균 V2 120포,2,558770,11몰,2개,"[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 120포/섭취기간: 4개월/형태: 분말/특징: 스틱형/건강기능식품/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] 비오틴: 30㎍/비타민B1: 0.6mg"
20667752,삼진제약 위시헬씨 하루엔진 포 맨 30팩,1,36670,3몰,1개,"[주요성분] 루테인/밀크씨슬/오메가3/옥타코사놀/멀티비타민/rTG형(3세대)/
[섭취정보] 섭취대상: 성인남성/섭취횟수, 양: 1일 1회, 1회 1팩/총량: 30팩/섭취기간: 1개월/형태: 캡슐,정/특징: 개별포장(PTP)/
[인증] 건강기능식품/기능성: 간 건강, 눈 건강, 영양보충, 지구력 증진, 혈중 중성지질 개선, 혈행개선/
[기능성분] 루테인: 20mg/실리마린: 130mg/옥타코사놀: 40mg/EPA+DHA: 600mg/비타민B1: 50mg/비타민B2: 50mg/비타민B6: 50㎍/비타민B12: 50㎍/비타민D: 10㎍/비타민E: 11mgα-TE/나이아신: 50mgNE/판토텐산: 50mg/엽산: 400㎍/비오틴: 30㎍/아연: 17mg/"
20667887,삼진제약 위시헬씨 하루엔진 포 맨 30팩,2개,78170,2몰,"1,303원/1일","[주요성분] 루테인/밀크씨슬/오메가3/옥타코사놀/멀티비타민/rTG형(3세대)/
[섭취정보] 섭취대상: 성인남성/섭취횟수, 양: 1일 1회, 1회 1팩/총량: 30팩/섭취기간: 1개월/형태: 캡슐,정/특징: 개별포장(PTP)/
[인증] 건강기능식품/기능성: 간 건강, 눈 건강, 영양보충, 지구력 증진, 혈중 중성지질 개선, 혈행개선/
[기능성분] 루테인: 20mg/실리마린: 130mg/옥타코사놀: 40mg/EPA+DHA: 600mg/비타민B1: 50mg/비타민B2: 50mg/비타민B6: 50㎍/비타민B12: 50㎍/비타민D: 10㎍/비타민E: 11mgα-TE/나이아신: 50mgNE/판토텐산: 50mg/엽산: 400㎍/비오틴: 30㎍/아연: 17mg/"
20667947,삼진제약 위시헬씨 하루엔진 포 맨 30팩,2,159250,2몰,4개,"[주요성분] 루테인/밀크씨슬/오메가3/옥타코사놀/멀티비타민/rTG형(3세대)/
[섭취정보] 섭취대상: 성인남성/섭취횟수, 양: 1일 1회, 1회 1팩/총량: 30팩/섭취기간: 1개월/형태: 캡슐,정/특징: 개별포장(PTP)/
[인증] 건강기능식품/기능성: 간 건강, 눈 건강, 영양보충, 지구력 증진, 혈중 중성지질 개선, 혈행개선/
[기능성분] 루테인: 20mg/실리마린: 130mg/옥타코사놀: 40mg/EPA+DHA: 600mg/비타민B1: 50mg/비타민B2: 50mg/비타민B6: 50㎍/비타민B12: 50㎍/비타민D: 10㎍/비타민E: 11mgα-TE/나이아신: 50mgNE/판토텐산: 50mg/엽산: 400㎍/비오틴: 30㎍/아연: 17mg/"
28970006,서흥 비에날씬 프로 다이어트 유산균 BNR17 30캡슐 9개 + 슬림 14포 2개,1세트,546990,5몰,"546,990원/1세트","보장균수(CFU): 100억~/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회,1캡슐씩/섭취기간: 1개월(1통)/형태: 캡슐,정/건강기능식품/기능성: 장 건강, 체지방감소/프로바이오틱스 수 100억 CFU"
29187389,씨제이웰케어 바이오 코어 다이어트 유산균 14.4g 30캡슐,1,36420,49몰,1개,"[주요성분] 프로바이오틱스/기능성: 장 건강, 체지방감소"
29291555,씨제이웰케어 바이오 코어 다이어트 유산균 14.4g 30캡슐,2,139100,16몰,3개,"[주요성분] 프로바이오틱스/기능성: 장 건강, 체지방감소"
19488683,스완슨 락토바실러스 가세리 60베지캡슐 (해외),1개,9090,44몰,152원/1일,"[주요성분] 프로바이오틱스/보장균수(CFU): 30억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1캡슐/총량: 60캡슐/섭취기간: 2개월/형태: 캡슐,정/특징: 해외구매, 베지캡슐형"
19488689,스완슨 락토바실러스 가세리 60베지캡슐 (해외),1,22530,43몰,2개,"[주요성분] 프로바이오틱스/보장균수(CFU): 30억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1캡슐/총량: 60캡슐/섭취기간: 2개월/형태: 캡슐,정/특징: 해외구매, 베지캡슐형"
19488716,스완슨 락토바실러스 가세리 60베지캡슐 (해외),2,32730,21몰,3개,"[주요성분] 프로바이오틱스/보장균수(CFU): 30억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1캡슐/총량: 60캡슐/섭취기간: 2개월/형태: 캡슐,정/특징: 해외구매, 베지캡슐형"
19488725,스완슨 락토바실러스 가세리 60베지캡슐 (해외),4개,51790,14몰,216원/1일,"[주요성분] 프로바이오틱스/보장균수(CFU): 30억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1캡슐/총량: 60캡슐/섭취기간: 2개월/형태: 캡슐,정/특징: 해외구매, 베지캡슐형"
29950325,매일유업 셀렉스 코어 프로틴 체지방감소 뼈건강 로우슈거 125ml 24팩,,27180,1몰,,홍삼/건강식품/건강보조식품/알로에/기타건강식품
32900000,에이플네이처 칼로바이 팻버닝 퓨어 잔티젠 3개월분 손나은 다이어트 보조제 식품 음식 식단 체지방 칼로리 컷팅제 30정 3개,,89700,1몰,,"잔티젠/형태: 캡슐,정/건강기능식품/기능성: 체지방감소"
18899492,뉴트리코어 다이어트 유산균 V2 30포,2개,212100,1몰,"3,535원/1일","[주요성분] 프로바이오틱스/보장균수(CFU): 100억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 60포/섭취기간: 2개월/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] 비오틴: 30㎍/비타민B1: 0.6mg"
18860108,올바른 다이어트 유산균 가르시니아 슬림 30포,1,9300,12몰,1개,"[주요성분] 프로바이오틱스/가르시니아(HCA)/보장균수(CFU): 1억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] HCA: 750mg"
24136064,올바른 다이어트 유산균 가르시니아 슬림 30포,2개,21510,1몰,359원/1일,"[주요성분] 프로바이오틱스/가르시니아(HCA)/보장균수(CFU): 1억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] HCA: 750mg"
18860111,올바른 다이어트 유산균 가르시니아 슬림 30포,2,25010,12몰,3개,"[주요성분] 프로바이오틱스/가르시니아(HCA)/보장균수(CFU): 1억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] HCA: 750mg"
29264378,메이준생활건강 메이준뉴트리 날씬 다이어트 유산균 3박스 3개월분,,38210,2몰,,오메가3/홍삼/건강식품/건강보조식품/오메가-3
18602108,종근당건강 락토핏 생유산균 슬림 60포 (리뉴얼),1,14250,74몰,1개,"[주요성분] 프로바이오틱스/가르시니아(HCA)/보장균수(CFU): 20억/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1포/총량: 600포/섭취기간: 10개월/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/GMP/기능성: 배변활동 원활, 장 건강, 체지방감소/
[기능성분] HCA: 750mg/아연: 2.55mg"
