Name,Spec
GNM자연의품격 타트체리 콜라겐 스틱,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 15포/섭취기간: 15일/형태: 젤리/특징: 스틱형"
GNM자연의품격 품격있는 석류 콜라겐 스틱,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 15포/섭취기간: 15일/형태: 젤리/특징: 스틱형"
GNM자연의품격 퓨어 저분자 콜라겐 정제,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 2~3정씩/섭취기간: 1개월(1통)/형태: 캡슐,정/HACCP/기능성: 피부 건강/저분자피쉬콜라겐1600mg"
GNM자연의품격 프랑스 피쉬콜라겐 스틱,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1~3회,1포씩/형태: 분말형/특징: 스틱형/기능성: 피부 건강/프랑스/피쉬콜라겐분말100%"
GNM자연의품격 화이트 글루타치온 저분자 콜라겐 비타민C,"콜라겐/섭취횟수, 양: 1일 1회,1포/형태: 분말/특징: 스틱형/HACCP/기능성: 피부 건강"
JW중외제약 리얼메디 어린 콜라겐 펩타이드 비오틴,"[주요성분] 콜라겐/비오틴/피쉬 콜라겐 펩타이드/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1포/총량: 100포/섭취기간: 50일/형태: 분말/특징: 스틱형/
[인증] 건강기능식품/GMP/
[기능성분] Gly-Pro-Val-Gly-Pro-Ser: 2.7141mg/비오틴: 1,000㎍/비타민A: 700㎍RE/비타민C: 100mg"
JW중외제약 어류 어린 저분자 피쉬 콜라겐 펩타이드 플러스 비타민C,"콜라겐/피쉬 콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 2회, 1포씩/형태: 분말/특징: 스틱형/건강기능식품/기능성: 면역력 증진, 피부 건강, 항산화"
JW중외제약 어류 피쉬 콜라겐 트리펩타이드,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 50포/섭취기간: 50일/형태: 분말/특징: 스틱형"
JW중외제약 어류 피쉬 콜라겐 트리펩타이드 플러스 비타민C,"[주요성분] 콜라겐/비타민C/
[섭취정보] 섭취대상: 성인여성, 성인남성/기능성: 피부 건강"
JW중외제약 엘라스틴 밀크세라마이드 히알루론산 비오틴,"[주요성분] 콜라겐/히알루론산/비오틴/분자량: 300Da(달톤)/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 15일/형태: 분말/특징: 스틱형"
JW중외제약 이너 큐티 콜라겐,"콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회,1포/형태: 분말/특징: 스틱형/기능성: 피부 건강"
JW중외제약 저분자 어류 피쉬 콜라겐 펩타이드 플러스 비타민C,"[주요성분] 콜라겐/비타민C/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형"
LG생활건강 리튠 석류콜라겐백수오,"[주요성분] 백수오/석류농축/콜라겐/피쉬 콜라겐 펩타이드/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 50ml x 24포/섭취기간: 24일/형태: 음료(액상)"
LG생활건강 리튠 어린 콜라겐 펩타이드,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형"
LG생활건강 리튠 진한 레드석류 콜라겐,[주요성분] 콜라겐
Puritans Pride UC-II 콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/총량: 60캡슐/형태: 캡슐,정/특징: 해외구매"
Vital Proteins 콜라겐 펩타이드,"콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 20g씩/형태: 분말형/기능성: 영양보충, 피부 건강"
jk로컬푸드 에이티에스 페르시안 석류 콜라겐스틱,"콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1~2포씩/형태: 젤리/특징: 스틱형/기능성: 피부 건강/석류농축액50%,석류착즙액45%,저분자피쉬콜라겐펩타이드3%"
갑당약초 피쉬콜라겐 파우더,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2~3회, 1회 2~3g/총량: 300g/형태: 분말"
건강바름 글루타치온 콜라겐,"[주요성분] 글루타치온/콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1정/총량: 60정/섭취기간: 2개월/형태: 캡슐,정"
건강스토리 피쉬콜라겐 분말,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1~3회, 1회 3~5g/총량: 200g/형태: 분말"
건강앤 엘라스틴s 분말,콜라겐
건강앤 저분자 어린콜라겐,"콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1~2회, 1~2정씩/형태: 캡슐,정/HACCP/기능성: 피부 건강"
건강앤 저분자 어린콜라겐 펩타이드,"[주요성분] 콜라겐/분자량: 300Da(달톤)/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 2~4g/총량: 500g/섭취기간: 62.5일/형태: 분말"
건강앤 저분자 콜라겐 펩타이드 먹는 어린 피시 피쉬 콜라겐 가루 분말,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/형태: 분말형/기능성: 피부 건강"
건강앤 저분자 피쉬콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 2g/총량: 500g/섭취기간: 125일/형태: 분말"
건강중심 저분자 피쉬콜라겐,"[주요성분] 콜라겐/분자량: 1000Da(달톤)/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2~10g/총량: 500g/섭취기간: 100일/형태: 분말"
경남제약 결콜라겐,콜라겐/형태: 분말
경남제약 결콜라겐 플러스,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 60포/섭취기간: 2개월/형태: 분말/특징: 스틱형"
경남제약 결콜라겐 플러스UP,"콜라겐/섭취횟수, 양: 1일 1회, 1포/특징: 스틱형/기능성: 피부 건강"
경남제약 레모나 결콜라겐,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1~2회,1포씩/형태: 분말형/특징: 스틱형/기능성: 피부 건강/나노콜라겐500mg,비타민C120mg"
고려은단 석류콜라겐 스틱,"콜라겐/섭취대상: 성인여성, 성인남성/형태: 젤리/특징: 스틱형/기능성: 피부 건강"
고려은단 이너뷰티 트리플 케어,"[주요성분] 알로에겔/콜라겐/히알루론산/저분자 콜라겐 펩타이드GT/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 15포/섭취기간: 15일/형태: 젤리/특징: 스틱형/
[인증] 건강기능식품/기능성: 피부 건강, 피부 보습/
[기능성분] Val-Gly-Pro-Hyp-Gly-Pro-Ala-Gly: 1.86mg/총 다당체: 100mg/히알루론산: 120mg"
고려인삼 퓨어 석류 콜라겐,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1~2회,1포씩/형태: 액상형/특징: 스틱형/기능성: 피부 건강/석류농축액55%(고형분60%),피쉬콜라겐0.05%"
고헬씨 콜라겐 포 조인트,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2캡슐/형태: 캡슐,정/특징: 해외구매"
광동생활건강 광동 먹는 엘라스틴 앤 콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 15포 x 10개/섭취기간: 5개월/형태: 젤리/특징: 스틱형"
광동생활건강 광동 콜라겐-S,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 90포/섭취기간: 3개월/형태: 분말/특징: 스틱형"
광동생활건강 광동 피부엔 톡 저분자 콜라겐,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1~2포씩/특징: 스틱형/기능성: 피부 건강"
광동생활건강 먹는 엘라스틴&콜라겐,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1포씩/섭취기간: 15일(1박스)/형태: 젤리/기능성: 피부 건강/석류맛"
광동제약 광동초이스 더 탱탱한 석류콜라겐 젤리스틱,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 10포 x 14개/섭취기간: 140일/형태: 젤리/특징: 스틱형"
광동제약 대마종자유,콜라겐
굿모닝비엔에프 황정삼 히비스커스 석류 콜라겐 스틱,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 100포/섭취기간: 100일/형태: 음료(액상)/특징: 스틱형"
굿헬스 이마글로우 콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2정/섭취기간: 3개월/형태: 캡슐,정/특징: 해외구매"
그레이스클럽 그린몬스터 이너뷰티 이너 콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형"
그레이스클럽 그린몬스터 프리미엄 콜라겐 5000,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 15포/섭취기간: 15일/형태: 젤리/특징: 스틱형"
그린셀 저분자 피쉬콜라겐 펩타이드,콜라겐/피쉬 콜라겐/형태: 분말
그린스토어 기능성 저분자 콜라겐,콜라겐/형태: 음료(액상)/특징: 스틱형
나노웰 콜라겐 파우더,콜라겐
나우푸드 UC-II 콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1캡슐/총량: 120캡슐/섭취기간: 4개월/형태: 캡슐,정/특징: 해외구매"
내추럴박스 타트체리콜라겐 젤리 스틱,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/형태: 젤리/특징: 스틱형/HACCP/기능성: 피부 건강/저분자피쉬콜라겐1000mg"
내츄럴플러스 바디핏 아쿠아 콜라겐 젤리,"콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회,1포씩/형태: 젤리/특징: 스틱형/기능성: 피부 건강"
내츄럴플러스 에버핏 글루타치온 저분자 콜라겐C,"[주요성분] 글루타치온/콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포 x 10개/섭취기간: 10개월/형태: 분말/특징: 스틱형"
내츄럴플러스 에버핏 어린 저분자 콜라겐 비오틴,"[주요성분] 콜라겐/비오틴/분자량: 300Da(달톤)/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1정/총량: 60정/섭취기간: 2개월/형태: 캡슐,정"
내츄럴플러스 에버핏 저분자 콜라겐 비오틴 비타민C,"[주요성분] 콜라겐/비오틴/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 60포/섭취기간: 2개월/형태: 분말/특징: 스틱형"
내츄럴플러스 에버핏 저분자 피쉬콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1정/총량: 150정/섭취기간: 5개월/형태: 캡슐,정"
내츄럴플러스 에버핏 저분자 피쉬콜라겐 비오틴 비타민C,"[주요성분] 콜라겐/비오틴/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1포/섭취기간: 2개월(1박스)/형태: 분말형/특징: 스틱형/HACCP/기능성: 피부 건강/저분자피쉬콜라겐1200mg"
내츄럴플러스 에버핏 저분자 피쉬콜라겐 스틱,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형"
내츄럴플러스 에버핏 진한 석류콜라겐,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1~2회,1포씩/형태: 젤리/특징: 스틱형/기능성: 피부 건강/석류농축액93.1%,피쉬콜라겐분말5%"
내츄럴플러스 에버핏 콜라겐 먹는 엘라스틴,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 60포/섭취기간: 2개월/형태: 분말/특징: 스틱형"
내츄럴플러스 잔티바 저분자 콜라겐 펩타이드,"콜라겐/섭취횟수, 양: 1일 1회, 1포/형태: 음료(액상)/특징: 스틱형/기능성: 피부 건강"
내츄럴플러스 잔티바 프리미엄 콜라겐C,"[주요성분] 콜라겐/분자량: 2000Da(달톤)/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1정/총량: 240정/섭취기간: 4개월/형태: 캡슐,정/특징: 발포형"
네오셀 마린 콜라겐,"콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 4캡슐씩/섭취기간: 1개월(1통)/형태: 캡슐,정/특징: 해외구매/기능성: 피부 건강"
네오셀 슈퍼 콜라겐 C,"콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 6정씩/섭취기간: 2개월(1통)/형태: 캡슐,정/기능성: 피부 건강/비오틴5000mcg,콜라겐6g"
네오셀 슈퍼 콜라겐+C,"콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 2회,3정씩/형태: 캡슐,정/기능성: 피부 건강"
네이처뉴트리션 뉴트리원 비비랩 판토텐산 콜라겐 인텐시브T,"콜라겐/섭취횟수, 양: 1일 1회, 1포/형태: 분말/특징: 스틱형/기능성: 피부 건강"
네이처뉴트리션 퍼펙토 맥시멈 엘라스틴 콜라겐,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1정/섭취기간: 2개월(1통)/형태: 캡슐,정/HACCP/기능성: 피부 건강"
네이처뉴트리션 퍼펙토 시그니처 4 in 1 콜라겐 히알루론산 엘라스틴 비타민C,"[주요성분] 콜라겐/히알루론산/비타민C/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1정/총량: 60정/섭취기간: 2개월/형태: 캡슐,정"
네이처뉴트리션 퍼펙토 시그니처 저분자피쉬콜라겐,"[주요성분] 콜라겐/분자량: 300Da(달톤)/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1정/총량: 120정/섭취기간: 4개월/형태: 캡슐,정"
네이처뉴트리션 퍼펙토 시그니처 저분자피쉬콜라겐[],"콜라겐/피쉬 콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회,1정/형태: 캡슐,정/기능성: 피부 건강"
네이처드림 시크릿 석류콜라겐 스틱,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 15일/형태: 젤리/특징: 스틱형"
네이처드림 저분자 콜라겐C,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형"
네이처스토리 데일리원 리얼미 저분자 콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 100포/섭취기간: 100일/형태: 분말/특징: 스틱형"
네이처스트루 울트라 콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/총량: 312g/형태: 분말/특징: 해외구매"
네이처텍 로피디알엔 시카콜라겐,"콜라겐/섭취횟수, 양: 1일 1회, 1포/형태: 분말/특징: 스틱형/HACCP/기능성: 피부 건강"
네이처텍 줄리스초이스 더마 뷰티 스노우 콜라겐,"3000mg/섭취횟수, 양: 1일 1회,1포/섭취기간: 1개월분/형태: 분말형/특징: 스틱형/기능성: 피부건강"
네이처텍 트루알엑스 리치 콜라겐 4X,"콜라겐/섭취횟수, 양: 1일 1회, 1병/형태: 음료(액상)/건강기능식품/GMP/기능성: 피부 건강"
네이쳐스웨이 얼라이브 헤어 스킨&네일 구미 60구미,"[주요성분] 콜라겐/비오틴/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2구미/총량: 60구미/섭취기간: 1개월/형태: 젤리/특징: 해외구매"
네추럴웨이 이너아이디 듀얼콜라겐+,"[주요성분] 콜라겐/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1개씩/형태: 캡슐,정, 액상형/기능성: 피부 건강/초저분자피쉬콜라겐1000mg"
네추럴플레이스 링곤베리 퓨레 프리미엄월분,콜라겐
네츄럴플러스 권나라 글루타치온 어린 저분자 피쉬 콜라겐/ 비타민c 저분자 피쉬 콜라겐 글로타치온,콜라겐
네츄럴플러스 권나라 글루타치온 어린 저분자 피쉬 콜라겐C비타민c 저분자 피쉬 콜라겐 글로타치온,콜라겐
녹십초 녹십초 저분자 피쉬콜라겐 비오틴,"[주요성분] 콜라겐/비오틴/
[섭취정보] 섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회, 1포씩/섭취기간: 3개월(1박스)/형태: 분말형/특징: 스틱형/기능성: 피부 건강/비오틴30ug, 비타민C100mg"
녹십초 저분자 어린콜라겐 비오틴,콜라겐/비오틴
녹십초 저분자 피쉬 콜라겐,"콜라겐/섭취대상: 성인여성, 성인남성/섭취횟수, 양: 1일 1회,1~3정씩/형태: 캡슐,정/기능성: 피부 건강"
녹십초 저분자 피쉬 콜라겐+ 콜라겐,"콜라겐/섭취대상: 성인여성, 성인남성/형태: 캡슐,정/기능성: 피부 건강"
놀이터팩토리D1 주식회사승명 네추럴라이즈 타트체리 콜라겐,"콜라겐/섭취대상: 성인남녀/섭취횟수, 양: 1일 1~2포/특징: 스틱형/피쉬콜라겐펩타이드1000mg"
농심 라이필 더마 콜라겐,"콜라겐/섭취횟수, 양: 1일 1회, 3정/형태: 캡슐,정/건강기능식품/GMP/기능성: 관절, 연골 건강, 면역력 증진, 영양보충, 피부 건강, 항산화"
농심 라이필 더마 콜라겐 비오틴,"45mg/비오틴/섭취대상: 여성, 남성/섭취횟수, 양: 1일 1회, 3정/섭취기간: 28일(1박스)/형태: 캡슐,정/건강기능식품/GMP/기능성: 피부건강"
농심 라이필 더마필 콜라겐 비오틴 맥스,"콜라겐/섭취횟수, 양: 1일 1회, 1포/형태: 음료(액상)/특징: 스틱형/건강기능식품/기능성: 눈 건강, 영양보충, 피부 건강, 항산화"
농협홍삼 한삼인 나를 위한 콜라겐 비오틴,"콜라겐/섭취횟수, 양: 1일 1회, 1포/형태: 캡슐,정, 분말/특징: 스틱형/기능성: 눈 건강, 면역력 증진, 피부 건강, 항산화"
뉴네이처저분자 어린 피쉬콜라겐 엘라스틴,"[주요성분] 콜라겐/분자량: 300Da(달톤)/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형"
뉴네이처 저분자 피쉬콜라겐 먹는 엘라스틴 히알루론산,"[주요성분] 콜라겐/히알루론산/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 28포/섭취기간: 4주/형태: 분말/특징: 스틱형"
뉴로하스 노르웨이 코드 피쉬콜라겐,"콜라겐/피쉬 콜라겐/섭취대상: 성인여성, 성인남성/기능성: 피부 건강"
뉴로하스 코드 피쉬 콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2~5g/총량: 150g/형태: 분말"
뉴메이트 저분자 콜라겐 비타민C 플러스 자몽맛,"[주요성분] 콜라겐/비타민C/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포/섭취기간: 1개월/형태: 분말/특징: 스틱형"
뉴메이트 저분자 콜라겐 비타민C 플러스 파인애플맛,"[주요성분] 콜라겐/비타민C/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/총량: 30포 x3개/섭취기간: 3개월/형태: 분말/특징: 스틱형"
뉴온뉴온 뷰네핏 저분자 콜라겐,"콜라겐/섭취횟수, 양: 1일 1회, 1포/형태: 분말/특징: 스틱형/기능성: 면역력 증진, 피부 건강, 항산화"
뉴트로웨이 피쉬콜라겐,"[주요성분] 콜라겐/피쉬 콜라겐/
[섭취정보] 섭취대상: 성인남녀/총량: 230g x 2개/형태: 분말"
뉴트리 에버콜라겐 고백,"[주요성분] 콜라겐/저분자 피쉬 콜라겐 펩타이드/
[섭취정보] 섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2정/총량: 56정/섭취기간: 4주/형태: 캡슐,정/
[인증] 건강기능식품/GMP/기능성: 피부 건강, 피부 보습/
[기능성분] Gly-Pro-Hyp: 30mg/비타민C: 120mg"
